Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],Fire Alarm
-2.151,51.12,900.0,719.0,12767.0,19502,939.121,Yes
11.941,52.63,1107.0,633.0,12803.0,19456,939.07,Yes
-3.489,53.11,747.0,786.0,12733.0,19547,939.145,Yes
19.964,49.78,28.0,400.0,13194.0,20141,939.615,No
25.404,56.76,0.0,400.0,12786.0,19790,939.827,No
-8.36,48.73,158.0,400.0,13173.0,20102,939.668,Yes
-5.377000000000001,47.57,1308.0,400.0,12965.0,19404,938.726,Yes
15.497,46.81,152.0,400.0,12780.0,20563,937.348,No
18.204,49.88,1174.0,400.0,12926.0,19444,938.709,Yes
7.744,60.79,203.0,400.0,13188.0,20016,939.709,Yes
16.72,53.91,72.0,400.0,13117.0,19986,939.623,No
20.625,47.5,1197.0,400.0,12920.0,19425,938.7,Yes
24.75,51.55,1166.0,615.0,12806.0,19440,939.011,Yes
21.45,50.05,170.0,400.0,13167.0,20093,939.642,Yes
-4.997,52.69,253.0,400.0,13126.0,20013,939.549,Yes
12.108,48.3,1130.0,401.0,12886.0,19450,938.779,Yes
24.49,53.34,1053.0,438.0,12871.0,19459,938.839,Yes
15.62,51.19,37.0,400.0,13082.0,19972,939.704,No
25.51,53.53,1019.0,571.0,12829.0,19486,939.029,Yes
24.405,41.35,31.0,413.0,12864.0,20766,937.625,No
18.37,56.21,309.0,400.0,13108.0,19960,939.408,Yes
52.98,22.51,60000.0,15221.0,11118.0,16182,936.834,No
-4.868,48.86,57.0,400.0,13257.0,20164,939.693,Yes
19.7,62.59,264.0,400.0,13148.0,19943,939.677,Yes
26.02,53.07,1078.0,400.0,12912.0,19454,938.727,Yes
18.98,52.56,336.0,400.0,13097.0,19927,939.386,Yes
-8.48,47.38,121.0,401.0,12774.0,20610,937.466,No
28.95,41.01,90.0,400.0,12791.0,20643,937.418,No
0.4579999999999999,45.05,81.0,406.0,12781.0,20671,937.549,No
20.16,48.52,1141.0,565.0,12824.0,19450,938.955,Yes
24.54,50.39,1038.0,675.0,12784.0,19472,939.046,Yes
15.44,52.69,37.0,400.0,13081.0,19975,939.707,No
5.06,14.69,648.0,400.0,13748.0,20540,936.693,No
-21.176,49.0,1371.0,400.0,12975.0,19387,938.724,Yes
-4.083,49.72,289.0,400.0,13119.0,19976,939.427,Yes
20.782,48.22,185.0,423.0,12770.0,20530,937.342,No
32.83,16.75,0.0,536.0,13264.0,20952,930.909,Yes
12.106,39.63,0.0,400.0,13318.0,21263,937.479,No
18.323,48.3,1178.0,405.0,12906.0,19434,938.717,Yes
-20.98,12.13,8115.0,400.0,13289.0,19492,936.7,No
22.713,38.45,16.0,436.0,12860.0,20771,937.573,No
13.27,49.83,149.0,400.0,13155.0,20038,939.665,No
-6.261,48.82,26.0,400.0,13264.0,20195,939.661,Yes
23.73,53.02,921.0,685.0,12783.0,19503,939.079,Yes
19.365,48.35,1094.0,509.0,12853.0,19463,938.861,Yes
-18.59,48.47,1350.0,400.0,12977.0,19389,938.705,Yes
1.746,41.48,76.0,400.0,12789.0,20680,937.542,No
2.379,55.13,942.0,668.0,12788.0,19496,939.08,Yes
-5.153,56.57,353.0,400.0,13067.0,19915,939.258,Yes
26.96,47.8,1381.0,411.0,12983.0,19393,938.698,Yes
10.33,49.42,178.0,400.0,13151.0,20000,939.646,No
24.55,53.33,1281.0,404.0,12956.0,19399,938.687,Yes
-5.097,58.23,605.0,530.0,12875.0,19651,939.249,Yes
20.808000000000003,50.82,1082.0,553.0,12829.0,19451,938.922,Yes
19.44,55.08,144.0,400.0,13184.0,20115,939.635,Yes
27.058000000000003,52.91,0.0,400.0,13065.0,19964,939.755,No
46.46,15.91,588.0,400.0,13755.0,20611,936.675,No
29.21,40.59,81.0,400.0,12789.0,20659,937.502,No
19.259,48.26,1122.0,400.0,12933.0,19448,938.692,Yes
-4.34,47.73,1321.0,400.0,12953.0,19392,938.729,Yes
17.89,51.83,34.0,400.0,13201.0,20130,939.572,No
12.071,51.44,1172.0,436.0,12870.0,19439,938.804,Yes
17.68,48.74,73.0,400.0,13113.0,19978,939.661,No
20.01,53.19,21.0,400.0,13251.0,20204,939.704,Yes
25.79,47.97,108.0,409.0,12780.0,20615,937.387,No
17.814,53.49,992.0,454.0,12873.0,19487,938.917,Yes
27.09,47.27,1130.0,400.0,12895.0,19454,938.77,Yes
18.79,55.46,219.0,400.0,13132.0,20037,939.625,Yes
13.53,51.58,2.0,400.0,12622.0,19693,939.807,No
18.41,57.24,371.0,400.0,13055.0,19896,939.244,Yes
26.61,48.88,1057.0,426.0,12875.0,19466,938.8,Yes
24.99,51.42,1105.0,502.0,12846.0,19451,938.913,Yes
20.83,47.92,168.0,400.0,13158.0,20007,939.625,No
4.169,54.16,1000.0,665.0,12789.0,19480,939.071,Yes
17.232,46.94,195.0,430.0,12769.0,20523,937.389,No
19.77,49.19,1097.0,577.0,12821.0,19453,938.988,Yes
17.74,54.07,9.0,400.0,13221.0,20156,939.61,No
2.717,48.42,1046.0,699.0,12776.0,19472,939.068,Yes
-6.72,55.4,207.0,400.0,13146.0,20056,939.595,Yes
26.29,50.97,1314.0,400.0,12974.0,19398,938.739,Yes
21.93,50.12,47.0,400.0,13242.0,20173,939.708,Yes
31.67,55.5,2668.0,400.0,13318.0,19953,936.935,No
-20.763,47.76,1379.0,408.0,12972.0,19377,938.695,Yes
-8.242,54.73,49.0,400.0,13235.0,20163,939.688,Yes
12.056,45.75,155.0,400.0,13159.0,20014,939.615,No
26.9,47.5,1061.0,548.0,12838.0,19473,938.958,Yes
6.33,50.72,1009.0,649.0,12798.0,19480,939.085,Yes
14.025,47.94,1122.0,456.0,12867.0,19450,938.853,Yes
19.65,52.49,184.0,400.0,13156.0,20078,939.66,Yes
29.12,40.82,94.0,422.0,12782.0,20661,937.56,No
22.952,49.78,49.0,400.0,13127.0,20001,939.582,No
-4.32,56.34,267.0,400.0,13124.0,19998,939.53,Yes
26.162,54.45,37.0,400.0,13089.0,19969,939.684,No
-13.634,47.67,1360.0,400.0,12962.0,19384,938.74,Yes
24.48,53.57,1136.0,404.0,12890.0,19446,938.748,Yes
-6.582000000000001,49.16,201.0,400.0,13155.0,20063,939.613,Yes
-19.011,48.93,1362.0,410.0,12962.0,19389,938.76,Yes
-11.94,47.63,1339.0,400.0,12958.0,19391,938.72,Yes
26.67,49.04,1088.0,400.0,12911.0,19452,938.72,Yes
-8.892999999999999,55.4,20.0,400.0,13250.0,20248,939.651,Yes
49.95,24.31,21060.0,653.0,12679.0,18931,936.897,No
18.36,56.31,308.0,400.0,13111.0,19965,939.422,Yes
21.22,57.76,490.0,611.0,12835.0,19767,939.241,Yes
23.725,49.81,4.0,400.0,12672.0,19729,939.802,No
29.03,40.93,64.0,400.0,12789.0,20663,937.477,No
20.77,50.99,326.0,400.0,13099.0,19937,939.38,Yes
12.093,48.48,1143.0,436.0,12872.0,19444,938.813,Yes
-10.179,51.33,1073.0,400.0,13019.0,19448,938.755,Yes
13.651,52.95,1136.0,451.0,12864.0,19449,938.82,Yes
10.865,51.89,162.0,400.0,13167.0,20005,939.679,No
22.63,56.95,642.0,536.0,12877.0,19628,939.191,Yes
24.36,53.02,1005.0,618.0,12810.0,19474,939.069,Yes
24.68,52.96,1197.0,410.0,12876.0,19431,938.768,Yes
45.78,30.63,60000.0,4109.0,11797.0,17414,936.879,No
24.48,53.66,1201.0,403.0,12884.0,19442,938.772,Yes
-21.88,47.81,1369.0,400.0,12977.0,19391,938.701,Yes
11.652,47.87,1266.0,400.0,12958.0,19408,938.768,Yes
19.514,47.66,1210.0,401.0,12922.0,19426,938.699,Yes
26.9,47.7,1061.0,483.0,12858.0,19461,938.912,Yes
25.27,49.67,1283.0,409.0,12897.0,19403,938.708,Yes
24.55,50.82,1069.0,684.0,12781.0,19452,939.079,Yes
15.32,51.31,1.0,400.0,12993.0,19918,939.713,No
24.95,51.48,1189.0,437.0,12867.0,19431,938.769,Yes
20.844,50.2,1036.0,534.0,12838.0,19472,938.903,Yes
5.995,18.82,0.0,400.0,13626.0,21340,936.802,No
37.73,15.22,304.0,3855.0,12422.0,20151,930.885,Yes
25.02,48.42,1046.0,699.0,12776.0,19472,939.068,Yes
20.312,53.02,1086.0,566.0,12828.0,19455,939.001,Yes
24.37,54.08,1304.0,404.0,12986.0,19398,938.798,Yes
-4.737,56.39,347.0,400.0,13090.0,19919,939.321,Yes
26.742,43.32,36.0,414.0,12826.0,20731,937.592,No
16.62,18.47,52737.0,956.0,12522.0,18427,936.901,No
19.906,53.61,1239.0,418.0,12920.0,19416,938.691,Yes
24.69,52.27,1101.0,566.0,12824.0,19458,938.958,Yes
24.47,53.4,1159.0,492.0,12851.0,19442,938.926,Yes
27.02,47.69,1174.0,400.0,12920.0,19437,938.69,Yes
21.78,48.89,167.0,400.0,13173.0,20104,939.64,Yes
26.9,47.94,1320.0,400.0,12969.0,19400,938.745,Yes
46.16,27.55,13372.0,503.0,12756.0,19110,936.883,No
24.82,50.95,1109.0,609.0,12814.0,19463,939.073,Yes
-4.563,53.99,253.0,400.0,13122.0,20004,939.508,Yes
15.005,53.33,1174.0,416.0,12891.0,19432,938.778,Yes
0.578,51.73,152.0,400.0,13219.0,20059,939.655,Yes
13.51,47.61,1130.0,400.0,12889.0,19439,938.753,Yes
22.35,48.06,85.0,400.0,13240.0,20127,939.662,Yes
26.03,52.57,1295.0,400.0,12998.0,19403,938.791,Yes
-4.685,52.88,316.0,400.0,13106.0,19946,939.348,Yes
12.218,53.73,1182.0,413.0,12884.0,19433,938.765,Yes
12.696,45.46,144.0,400.0,13159.0,20033,939.633,No
15.065,42.74,202.0,426.0,12766.0,20517,937.432,No
25.84,47.65,1346.0,411.0,12962.0,19389,938.714,Yes
15.015999999999998,53.49,1132.0,401.0,12898.0,19451,938.767,Yes
22.52,57.38,937.0,721.0,12766.0,19505,939.133,Yes
20.768,48.51,192.0,440.0,12764.0,20526,937.337,No
26.99,47.73,1343.0,402.0,12972.0,19393,938.743,Yes
13.844,48.27,1111.0,400.0,12897.0,19452,938.74,Yes
47.29,27.02,12273.0,447.0,12794.0,19182,936.884,No
26.96,47.84,1161.0,400.0,12932.0,19444,938.718,Yes
-3.504,50.86,770.0,792.0,12730.0,19545,939.152,Yes
15.37,52.07,0.0,400.0,13015.0,19930,939.746,No
14.82,50.81,43.0,400.0,13045.0,19924,939.779,No
28.25,44.36,49.0,400.0,12792.0,20687,937.487,No
6.129,53.77,1065.0,662.0,12789.0,19475,939.081,Yes
12.434,53.54,1126.0,426.0,12868.0,19445,938.832,Yes
-7.862,49.66,164.0,400.0,13167.0,20092,939.659,Yes
22.6,49.72,285.0,400.0,13131.0,19938,939.67,Yes
19.245,37.32,9152.0,400.0,12922.0,19384,936.879,No
24.06,53.95,984.0,630.0,12807.0,19487,939.093,Yes
3.3760000000000003,57.13,315.0,400.0,13121.0,19903,939.69,Yes
25.71,53.51,1059.0,440.0,12871.0,19457,938.89,Yes
11.97,53.44,27.0,400.0,12766.0,19762,939.814,No
6.672999999999999,54.9,306.0,400.0,13124.0,19910,939.665,Yes
25.43,48.48,1454.0,432.0,12966.0,19371,938.735,Yes
21.08,55.23,31.0,400.0,13264.0,20224,939.736,Yes
48.92,27.47,60000.0,13130.0,11218.0,16425,936.867,No
15.617,47.16,1101.0,463.0,12861.0,19456,938.928,Yes
18.696,53.7,1208.0,400.0,12924.0,19421,938.702,Yes
18.88,55.07,223.0,400.0,13138.0,20040,939.615,Yes
24.83,52.23,1197.0,422.0,12873.0,19437,938.796,Yes
14.079,53.57,1038.0,426.0,12884.0,19469,938.879,Yes
25.81,47.9,111.0,410.0,12782.0,20617,937.393,No
-5.112,56.98,362.0,400.0,13069.0,19900,939.285,Yes
27.06,47.6,1300.0,422.0,12924.0,19398,938.731,Yes
11.16,56.83,6.0,400.0,12681.0,19720,939.805,No
28.77,60.77,2463.0,400.0,13349.0,19995,936.915,No
26.92,47.8,1086.0,400.0,12895.0,19449,938.757,Yes
24.75,52.38,1105.0,527.0,12842.0,19450,938.905,Yes
15.659,52.12,1197.0,409.0,12895.0,19421,938.743,Yes
26.77,48.04,1097.0,533.0,12841.0,19456,938.912,Yes
15.536,49.02,1178.0,400.0,12899.0,19433,938.761,Yes
17.882,52.71,1088.0,497.0,12851.0,19450,938.922,Yes
25.19,49.98,1207.0,476.0,12858.0,19438,938.829,Yes
20.649,48.68,1226.0,403.0,12923.0,19422,938.672,Yes
-8.67,53.66,1379.0,400.0,12955.0,19381,938.711,Yes
18.64,55.81,355.0,400.0,13076.0,19918,939.286,Yes
-4.852,49.26,75.0,400.0,13253.0,20143,939.669,Yes
-9.256,48.43,9.0,400.0,13265.0,20228,939.712,Yes
-8.467,55.26,141.0,400.0,13187.0,20113,939.636,Yes
-9.133,48.76,18.0,400.0,13255.0,20213,939.682,Yes
-5.6610000000000005,56.21,222.0,400.0,13141.0,20042,939.598,Yes
24.62,53.12,1184.0,420.0,12882.0,19439,938.764,Yes
-9.063,46.55,61.0,400.0,12791.0,20661,937.477,No
11.114,16.26,115.0,400.0,13545.0,21035,936.819,No
-11.397,47.96,1126.0,400.0,13032.0,19450,938.772,Yes
27.04,47.21,1118.0,457.0,12861.0,19450,938.855,Yes
25.96,47.83,169.0,433.0,12772.0,20546,937.357,No
20.697,26.13,13479.0,513.0,12756.0,19113,936.897,No
7.582000000000001,56.99,226.0,400.0,13176.0,19982,939.665,Yes
25.54,47.82,1241.0,446.0,12857.0,19414,938.807,Yes
40.76,13.64,167.0,4705.0,12291.0,20292,930.922,Yes
27.14,47.19,1097.0,400.0,12887.0,19456,938.755,Yes
12.217,43.48,0.0,400.0,13299.0,21222,937.481,No
20.75,50.93,255.0,400.0,13130.0,19999,939.503,Yes
21.878,48.28,0.0,400.0,13155.0,20052,939.612,No
27.04,47.63,1339.0,400.0,12971.0,19398,938.743,Yes
25.99,47.31,109.0,408.0,12777.0,20621,937.436,No
24.28,51.89,701.0,920.0,12666.0,19553,939.151,Yes
20.791,26.17,11189.0,436.0,12802.0,19252,936.908,No
25.82,43.12,0.0,400.0,13215.0,21127,937.496,No
28.11,44.6,143.0,423.0,12774.0,20574,937.318,No
28.69,41.71,124.0,404.0,12789.0,20598,937.428,No
26.63,48.24,1007.0,570.0,12829.0,19469,939.037,Yes
29.37,40.28,39.0,419.0,12807.0,20715,937.508,No
43.77,32.56,60000.0,1418.0,12281.0,18151,936.87,No
27.055,51.81,12.0,400.0,13068.0,19957,939.742,No
42.98,19.12,0.0,400.0,13643.0,21335,936.83,No
20.153,47.25,1164.0,529.0,12841.0,19438,938.882,Yes
21.98,50.19,27.0,400.0,13248.0,20185,939.674,Yes
19.46,60.22,541.0,643.0,12807.0,19721,939.235,Yes
25.54,48.07,1293.0,432.0,12895.0,19409,938.7,Yes
40.87,13.94,975.0,12428.0,11866.0,19327,930.902,Yes
19.547,47.2,207.0,429.0,12767.0,20514,937.389,No
20.491,50.84,1258.0,410.0,12903.0,19419,938.702,Yes
20.66,51.07,1170.0,540.0,12834.0,19436,938.891,Yes
-2.3480000000000003,51.49,93.0,400.0,13242.0,20122,939.635,Yes
19.82,49.98,346.0,400.0,13091.0,19917,939.391,Yes
0.86,50.26,174.0,400.0,13206.0,20041,939.676,Yes
21.12,45.62,140.0,400.0,13160.0,20027,939.616,No
-5.239,51.5,382.0,400.0,13030.0,19874,939.277,Yes
20.783,53.12,1191.0,400.0,12915.0,19433,938.698,Yes
24.95,51.42,873.0,710.0,12779.0,19517,939.114,Yes
22.639,52.92,71.0,400.0,13112.0,19973,939.619,No
24.69,52.45,1099.0,555.0,12836.0,19454,938.902,Yes
20.777,51.99,1251.0,404.0,12911.0,19417,938.697,Yes
27.95,45.0,142.0,400.0,12784.0,20569,937.42,No
21.33,50.06,186.0,400.0,13162.0,20081,939.641,Yes
27.32,43.58,60.0,438.0,12860.0,20737,937.569,No
2.512,49.99,940.0,659.0,12801.0,19506,939.095,Yes
-18.47,48.51,1360.0,400.0,12967.0,19393,938.735,Yes
14.031,48.38,1136.0,400.0,12891.0,19438,938.76,Yes
12.486,50.61,1138.0,646.0,12794.0,19443,939.049,Yes
24.57,53.21,1109.0,433.0,12868.0,19453,938.826,Yes
-4.953,56.1,248.0,400.0,13126.0,20017,939.532,Yes
26.19,51.16,1166.0,400.0,13040.0,19433,938.741,Yes
24.197,39.69,66.0,402.0,12826.0,20711,937.534,No
18.708,53.25,1189.0,406.0,12913.0,19443,938.716,Yes
-8.027999999999999,40.65,110.0,416.0,12770.0,20619,937.509,No
15.173,53.25,1155.0,463.0,12860.0,19438,938.913,Yes
4.688,52.03,1015.0,666.0,12791.0,19475,939.063,Yes
26.63,45.88,80.0,463.0,12792.0,20677,937.491,No
20.537,30.09,6024.0,400.0,13042.0,19577,936.882,No
24.86,52.27,1231.0,408.0,12912.0,19418,938.71,Yes
12.385,47.09,1122.0,427.0,12869.0,19447,938.828,Yes
14.299,48.79,1186.0,462.0,12863.0,19445,938.901,Yes
16.81,46.9,95.0,400.0,13168.0,20071,939.624,No
27.02,47.64,1193.0,400.0,12916.0,19432,938.71,Yes
34.17,16.7,254.0,2415.0,12607.0,20367,930.916,Yes
27.01,47.79,1415.0,410.0,12972.0,19372,938.732,Yes
13.300999999999998,47.9,1264.0,400.0,12936.0,19410,938.752,Yes
-5.797000000000001,49.62,34.0,400.0,13265.0,20183,939.666,Yes
-3.658,53.72,122.0,400.0,13217.0,20095,939.647,Yes
13.789,48.02,1134.0,458.0,12862.0,19450,938.837,Yes
-1.064,31.64,60000.0,3643.0,11877.0,17517,936.879,No
27.08,47.55,1195.0,401.0,12916.0,19429,938.725,Yes
23.97,53.39,1000.0,665.0,12785.0,19481,939.1,Yes
21.56,49.78,168.0,400.0,13177.0,20104,939.668,Yes
-10.337,52.19,1339.0,401.0,12958.0,19382,938.724,Yes
19.873,53.22,1132.0,586.0,12829.0,19451,938.985,Yes
29.31,40.55,37.0,427.0,12858.0,20762,937.613,No
27.02,47.23,1283.0,400.0,12955.0,19407,938.707,Yes
21.32,51.19,168.0,400.0,13181.0,20102,939.667,Yes
49.55,20.29,60000.0,6034.0,11560.0,16796,936.835,No
4.319,52.12,1325.0,417.0,12945.0,19385,938.706,Yes
57.85,18.11,54252.0,988.0,12505.0,18403,936.924,No
1.877,51.33,929.0,659.0,12796.0,19501,939.089,Yes
24.41,53.93,1367.0,408.0,12968.0,19393,938.736,Yes
24.25,53.28,1034.0,625.0,12803.0,19471,939.11,Yes
5.438,54.25,302.0,400.0,13127.0,19912,939.671,Yes
24.41,53.01,1228.0,400.0,13025.0,19426,938.744,Yes
19.312,51.16,26.0,400.0,13202.0,20134,939.573,No
26.87,47.25,1107.0,614.0,12814.0,19450,939.043,Yes
20.13,52.01,55.0,400.0,13244.0,20195,939.711,Yes
26.94,47.72,1071.0,400.0,12883.0,19459,938.775,Yes
-4.935,56.17,348.0,400.0,13084.0,19914,939.341,Yes
12.577,53.29,1168.0,408.0,12882.0,19438,938.753,Yes
19.83,60.2,316.0,400.0,13115.0,19903,939.678,Yes
24.8,52.26,1126.0,466.0,12861.0,19445,938.919,Yes
25.92,53.41,1253.0,400.0,12981.0,19409,938.714,Yes
19.7,52.8,1249.0,413.0,12917.0,19418,938.678,Yes
28.31,38.48,0.0,400.0,13266.0,21249,937.473,No
-20.229,52.25,1344.0,400.0,12970.0,19392,938.752,Yes
14.921,51.27,1134.0,622.0,12806.0,19453,939.078,Yes
24.43,53.7,1331.0,413.0,12994.0,19397,938.806,Yes
24.57,56.97,0.0,400.0,12738.0,19773,939.846,No
57.1,18.94,60000.0,21549.0,10933.0,15670,936.788,No
-15.42,52.96,1352.0,401.0,12959.0,19384,938.692,Yes
-14.043,50.66,1375.0,400.0,12985.0,19395,938.737,Yes
12.0,39.16,0.0,400.0,13317.0,21180,937.454,No
24.54,53.5,1124.0,408.0,12903.0,19443,938.726,Yes
21.06,52.05,350.0,400.0,13091.0,19864,939.716,Yes
24.54,51.33,695.0,719.0,12771.0,19564,939.112,Yes
-4.247,55.78,262.0,400.0,13126.0,19990,939.488,Yes
25.91,49.49,950.0,660.0,12788.0,19492,939.093,Yes
33.77,17.87,36.0,1320.0,12852.0,20664,930.906,Yes
32.2,18.19,163.0,2065.0,12647.0,20537,930.918,Yes
24.58,53.16,1107.0,452.0,12867.0,19456,938.858,Yes
24.254,48.59,38.0,400.0,13133.0,20024,939.625,No
26.99,47.17,1086.0,574.0,12829.0,19460,938.974,Yes
48.28,14.77,714.0,400.0,13719.0,20492,936.662,No
22.05,49.6,51.0,400.0,13256.0,20185,939.683,Yes
18.71,55.74,231.0,400.0,13135.0,20039,939.602,Yes
19.34,66.15,80.0,400.0,13243.0,20136,939.699,Yes
26.92,47.75,1170.0,419.0,12877.0,19438,938.791,Yes
-1.207,52.91,114.0,400.0,13222.0,20090,939.621,Yes
24.72,43.77,0.0,400.0,13443.0,21281,937.408,No
26.63,48.22,1044.0,400.0,12996.0,19469,938.724,Yes
17.674,46.92,1067.0,486.0,12855.0,19462,938.913,Yes
20.09,52.71,118.0,400.0,13227.0,20092,939.626,Yes
15.922,52.76,63.0,400.0,13200.0,20113,939.656,No
10.821,53.84,1101.0,637.0,12799.0,19456,939.103,Yes
24.86,52.04,1140.0,447.0,12868.0,19452,938.813,Yes
-21.646,53.31,1335.0,402.0,12973.0,19387,938.694,Yes
39.97,14.05,40.0,2489.0,12639.0,20425,930.886,Yes
20.9,50.71,232.0,400.0,13142.0,20038,939.577,Yes
26.564,56.46,0.0,400.0,13097.0,20000,939.727,No
25.93,48.83,217.0,447.0,12759.0,20502,937.44,No
-15.345,51.58,1379.0,414.0,12962.0,19386,938.707,Yes
20.02,53.06,141.0,400.0,13211.0,20072,939.627,Yes
-19.026,11.56,4948.0,400.0,13417.0,19698,936.708,No
22.62,46.35,153.0,400.0,13209.0,20065,939.667,Yes
21.778,47.35,3.0,400.0,13160.0,20051,939.633,No
19.4,49.7,0.0,400.0,13162.0,20076,939.636,No
-4.156000000000001,50.47,272.0,400.0,13127.0,19998,939.467,Yes
-19.359,11.52,5540.0,400.0,13395.0,19658,936.691,No
20.496,51.87,1210.0,409.0,12915.0,19425,938.702,Yes
18.28,57.45,350.0,400.0,13082.0,19914,939.293,Yes
14.53,53.65,6.0,400.0,12946.0,19888,939.768,No
-4.327,54.74,783.0,961.0,12642.0,19523,939.131,Yes
-7.337999999999999,54.49,32.0,400.0,13249.0,20185,939.664,Yes
28.12,44.17,76.0,400.0,12795.0,20643,937.404,No
13.19,51.38,30.0,400.0,12938.0,19878,939.76,No
-4.527,56.89,335.0,400.0,13100.0,19936,939.394,Yes
24.85,52.32,1243.0,419.0,12893.0,19430,938.723,Yes
24.75,52.63,1387.0,420.0,12966.0,19377,938.693,Yes
18.33,56.49,290.0,400.0,13116.0,19986,939.446,Yes
-4.391,56.83,322.0,400.0,13107.0,19944,939.38,Yes
24.59,51.86,917.0,400.0,13022.0,19505,938.693,Yes
12.94,57.44,0.0,400.0,12841.0,19838,939.83,No
-4.148,50.26,308.0,400.0,13112.0,19963,939.416,Yes
-8.685,42.09,105.0,400.0,12782.0,20628,937.497,No
58.91,12.29,60000.0,8262.0,11460.0,16879,936.739,No
24.57,53.38,1348.0,408.0,12969.0,19396,938.708,Yes
49.93,24.59,20472.0,657.0,12685.0,18943,936.874,No
22.22,48.68,21.0,400.0,13260.0,20237,939.721,Yes
18.347,47.78,1182.0,400.0,12916.0,19443,938.701,Yes
20.363,52.59,1053.0,512.0,12854.0,19466,938.9,Yes
-1.7480000000000002,53.33,1281.0,404.0,12956.0,19399,938.687,Yes
-10.23,48.26,1408.0,430.0,12950.0,19364,938.718,Yes
-19.679,51.73,1367.0,407.0,12967.0,19374,938.708,Yes
12.077,47.11,1195.0,446.0,12865.0,19426,938.8,Yes
51.72,14.0,2973.0,400.0,13126.0,19872,936.838,No
26.2,52.14,1086.0,400.0,12904.0,19445,938.817,Yes
19.22,47.57,183.0,400.0,13137.0,20001,939.664,No
15.609000000000002,53.03,1117.0,613.0,12807.0,19437,939.025,Yes
-8.967,51.24,0.0,400.0,13279.0,20257,939.627,Yes
-6.768,47.68,50.0,400.0,13253.0,20169,939.652,Yes
22.15,48.59,153.0,400.0,13218.0,20066,939.654,Yes
19.91,54.46,48.0,400.0,13243.0,20170,939.698,Yes
17.4,52.52,0.0,400.0,13125.0,20023,939.717,No
17.259,53.88,1063.0,400.0,12923.0,19469,938.718,Yes
19.85,50.83,195.0,400.0,13155.0,20076,939.666,Yes
26.243,48.92,29.0,400.0,13098.0,19994,939.701,No
-9.132,48.83,25.0,400.0,13254.0,20206,939.687,Yes
19.27,53.24,222.0,400.0,13140.0,20044,939.607,Yes
-9.276,55.15,0.0,400.0,13271.0,20251,939.717,Yes
22.07,49.01,2.0,400.0,13266.0,20239,939.733,Yes
15.181,52.87,1191.0,400.0,12951.0,19430,938.738,Yes
18.47,55.78,313.0,400.0,13102.0,19940,939.381,Yes
57.03,11.98,48905.0,502.0,12762.0,18537,936.714,No
-3.543,51.05,691.0,772.0,12744.0,19563,939.166,Yes
-1.22,48.09,176.0,429.0,12775.0,20549,937.341,No
20.09,53.03,54.0,400.0,13231.0,20166,939.689,Yes
26.88,47.39,1063.0,579.0,12821.0,19458,939.024,Yes
28.57,42.16,57.0,400.0,12799.0,20665,937.47,No
25.96,47.34,139.0,410.0,12775.0,20577,937.408,No
19.85,54.1,62.0,400.0,13244.0,20157,939.685,Yes
26.96,46.47,896.0,400.0,13034.0,19507,938.738,Yes
12.602,53.08,1073.0,605.0,12815.0,19457,939.084,Yes
20.77,51.75,347.0,400.0,13068.0,19909,939.264,Yes
26.77,48.38,1314.0,400.0,12963.0,19395,938.725,Yes
24.55,53.45,1143.0,410.0,12892.0,19444,938.785,Yes
-9.274,48.83,28.0,400.0,13257.0,20216,939.729,Yes
20.8,48.3,151.0,400.0,13208.0,20067,939.634,Yes
-3.362,57.82,751.0,741.0,12757.0,19552,939.146,Yes
3.385,47.79,1293.0,400.0,12996.0,19407,938.817,Yes
12.042,52.02,1186.0,409.0,12874.0,19433,938.758,Yes
26.69,48.59,1130.0,405.0,12882.0,19444,938.762,Yes
20.5,48.64,117.0,400.0,13170.0,20058,939.635,No
20.564,44.37,29.0,461.0,12861.0,20743,937.566,No
-2.298,47.9,1318.0,400.0,12959.0,19403,938.711,Yes
23.99,54.01,1019.0,647.0,12796.0,19477,939.091,Yes
20.43,52.67,296.0,400.0,13119.0,19968,939.383,Yes
8.96,47.22,175.0,441.0,12768.0,20543,937.299,No
19.02,52.66,332.0,400.0,13090.0,19919,939.368,Yes
21.53,52.4,21.0,400.0,13260.0,20221,939.722,Yes
13.983,47.5,1314.0,408.0,12932.0,19411,938.731,Yes
28.65,41.8,137.0,400.0,12789.0,20585,937.359,No
17.711,53.35,1126.0,598.0,12820.0,19454,939.017,Yes
-8.141,54.75,157.0,400.0,13175.0,20098,939.673,Yes
20.788,52.31,1084.0,552.0,12836.0,19460,938.933,Yes
20.87,48.62,55.0,400.0,13234.0,20163,939.708,Yes
12.296,47.4,1126.0,426.0,12875.0,19442,938.83,Yes
21.43,50.24,176.0,400.0,13167.0,20088,939.638,Yes
25.88,47.65,1383.0,416.0,12960.0,19378,938.746,Yes
-6.674,53.94,187.0,400.0,13159.0,20077,939.604,Yes
26.78,48.29,1302.0,400.0,12957.0,19396,938.715,Yes
24.51,52.98,1086.0,571.0,12828.0,19464,938.99,Yes
13.702,50.14,1053.0,629.0,12801.0,19464,939.06,Yes
50.64,14.25,616.0,400.0,13361.0,20532,936.835,No
12.19,50.18,1187.0,424.0,12871.0,19421,938.753,Yes
13.997,47.39,1134.0,449.0,12868.0,19448,938.845,Yes
